wardname,lganame,statename
Mada,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Ruwan Bore,Gusau,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Samawa,Bungudu,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Dan' Isa,Kaura Namoda,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel West,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel West,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel West,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel West,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel West,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nasarawa Mailayi,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Wonaka,Gusau,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Wonaka,Gusau,Zamfara
Gusami Hayi,Birnin Magaji-Kiyaw,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Wonaka,Gusau,Zamfara
Gusami Gari,Birnin Magaji-Kiyaw,Zamfara
Wonaka,Gusau,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Nassarawa Godel East,Birnin Magaji-Kiyaw,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Sakajiki,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Gidan Goga,Maradun,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Kungurki,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Kungurki,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Boko,Zurmi,Zamfara
Boko,Zurmi,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Gidan Goga,Maradun,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Yankaba,Kaura Namoda,Zamfara
Boko,Zurmi,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Banga,Kaura Namoda,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Banga,Kaura Namoda,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Sarkin Mafara-Sarkin Baura,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Galadima Dan Galadima,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Gabake,Kaura Namoda,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
Madomawa West,Birnin Magaji-Kiyaw,Zamfara
